feature,importance
B23,0.6217925021811754
B48,0.10648421092431194
B55,0.050706632126721427
B6,0.019132828850583778
A48,0.018861215258127933
A46,0.014102488227242981
A45,0.011163013241727643
B17,0.009814195366873082
A23,0.009496085457412849
B49,0.0075971022306291144
A55,0.006843337523105509
B9,0.006573858608656536
A47,0.005460818177007209
A50,0.004628191648452858
B45,0.004023965260981705
B46,0.003978639119558021
A9,0.0038397679524644823
A40,0.003734713357191168
B42,0.0036794859937346403
B40,0.0034304031267375595
A6,0.0032796264553421723
B28,0.003068948456400166
A49,0.002961019681941857
B21,0.0029564416022528806
B11,0.0029212976224551475
B10,0.002876099909757381
B12,0.002786053458313033
A11,0.002557479882475703
A4,0.002412636965168174
A1,0.0023978659300884445
B50,0.002287477385843703
B4,0.0021284760529428305
A10,0.001690224945590014
A18,0.001685895579278436
B47,0.0016595314652120806
B41,0.0016240241536095142
B18,0.0016185760703862672
B53,0.0015449058108939482
B7,0.0015026675704719872
B13,0.00150054726486629
B1,0.0014276614555782945
B27,0.0014256542237198553
B14,0.0013574649286748899
B19,0.0011917731809255813
A27,0.0011751895317499892
A7,0.0011050439671172814
B36,0.0010895457753908
B29,0.0010505468469125475
A28,0.0009671846728863714
B2,0.0009309898753289751
A21,0.0009020351628921194
A12,0.0008754094636058082
B15,0.0008596611407006542
B44,0.0008428274221721602
A44,0.0008300533003640882
A17,0.0008249513098755051
A19,0.0008235464226811889
A14,0.00068296904539342
A13,0.0006757710565032897
B37,0.0006468216824021098
B5,0.0006467071396831893
A51,0.0006383704363498329
A53,0.0006251405717269112
A8,0.0006113273652837165
B25,0.0006111732653954617
B51,0.0006096732748156529
B3,0.000606414002227538
B26,0.0006036366813435145
A3,0.0006030630331100447
B22,0.000602721025410949
A5,0.000563259592656592
A29,0.0005448949540736959
A36,0.0005250193108015463
B52,0.0005234056191187965
A15,0.0005036697396264878
B24,0.000479219315406627
A22,0.000466020023865618
B8,0.0004539120827378329
A41,0.0004347350595411483
B35,0.0004280808616288947
B54,0.00042414887131948754
B31,0.0004198121773002857
A16,0.0003871705045994131
B39,0.0003817631908004492
A42,0.00037880517282763156
B33,0.0003496621527344528
A25,0.00033140896062515613
A54,0.000326907097909432
A39,0.00032395589437146443
A37,0.0003166507573435775
B20,0.0003094277604576556
A35,0.0003032614697922161
B16,0.00029499044612641957
A26,0.0002878605929261865
A31,0.000286581441633641
A24,0.0002834082826457703
A2,0.0002822019478775281
B43,0.00027974430931472944
A43,0.0002775213336492482
A20,0.00025140307358444364
B38,0.00024671442049833443
B32,0.0002425769203222789
A52,0.00022897962629512894
B34,0.00022696530505313147
A30,0.0001924940165214868
B30,0.0001834820199019648
A32,0.00018197270064970899
A33,0.00017192062881184452
A38,0.000145338053458116
A34,0.00011407615498406468
