feature,importance
72.0,0.5586533454674115
17.0,0.07452109659738473
68.0,0.06987973404202416
13.0,0.023532438130989358
73.0,0.02069374867377332
41.0,0.01650683995436559
107.0,0.010375449032010617
6.0,0.008857550661499923
65.0,0.00814872873401141
18.0,0.008029326938086634
106.0,0.007497079222256941
67.0,0.00674365261336241
95.0,0.005791105960768344
90.0,0.004989590277502997
36.0,0.004492428324782549
99.0,0.004449536805035849
69.0,0.0044321428358860245
53.0,0.004419774908853241
1.0,0.004315485406358719
87.0,0.004173075519770097
21.0,0.0041661316654186785
33.0,0.004086170385219364
102.0,0.0038665017960295032
82.0,0.0038198044820754104
75.0,0.0037014194373466915
96.0,0.0036982882142867894
62.0,0.0036457937260432594
105.0,0.0036422352309823302
32.0,0.0036349342214509663
91.0,0.003530282015001412
71.0,0.003496943538243882
9.0,0.003075311293261688
109.0,0.0030635944610481985
100.0,0.0029612374550331473
61.0,0.002866023033742709
23.0,0.002775514920581378
7.0,0.0027528729370938105
97.0,0.0025652422337856112
59.0,0.0025558403464271085
64.0,0.00232652393873942
19.0,0.002321123553091905
30.0,0.0021907812789810806
27.0,0.0020432122162092636
77.0,0.0020273227946988152
45.0,0.002004760070475802
35.0,0.0019722566855329346
80.0,0.0019694348076014184
85.0,0.0019380136053723752
89.0,0.001935386136723849
15.0,0.0019342936197989087
4.0,0.0019035682085701876
83.0,0.0018186720655234024
39.0,0.00178950195944135
44.0,0.0017749477181722838
43.0,0.0017287522571781126
29.0,0.0016211763255991132
51.0,0.001605035443324938
103.0,0.0015693885772634492
10.0,0.0015578336458533012
20.0,0.0014883679536554255
28.0,0.0014362065086183432
88.0,0.0014165816411852057
60.0,0.0014118289009485128
92.0,0.0013974353717758421
56.0,0.0013475713652459794
81.0,0.0012997375205620343
66.0,0.0012989447320152444
63.0,0.0012939213652537638
49.0,0.0012519909487991151
12.0,0.0012505802810317765
31.0,0.0012234335967983307
48.0,0.0012135314747885914
58.0,0.001195997563229645
54.0,0.001187319600183936
42.0,0.001110315921490554
79.0,0.0010957189276905952
104.0,0.0010822415953845293
76.0,0.0010480607389008229
50.0,0.0010328332537356542
37.0,0.0010309812444606753
94.0,0.0010164272847959753
70.0,0.0010070868085672066
57.0,0.0010000890575072108
14.0,0.000996284718813111
74.0,0.0009627724793836556
11.0,0.0009612828885322847
5.0,0.0009517322837749716
84.0,0.0009385656112742546
38.0,0.0009259348102936611
8.0,0.0008903816916968183
22.0,0.0008895187016024458
52.0,0.0008766491479420457
2.0,0.0008310975309168341
86.0,0.0008308734378958189
40.0,0.000800117902500326
108.0,0.0007775693346203599
98.0,0.0007117273695951272
78.0,0.0006305387815122397
55.0,0.0006288440026335679
16.0,0.0006188016154297051
0.0,0.0006131430569634491
93.0,0.0005987499697309287
34.0,0.0005803348972146933
26.0,0.0005650888377450611
3.0,0.000428596882614927
25.0,0.00035427484640151156
101.0,0.0003299524053555881
24.0,0.000325816717251863
47.0,0.0003220547607110688
46.0,8.383525361036123e-05
164.0,0.0
163.0,0.0
162.0,0.0
161.0,0.0
160.0,0.0
159.0,0.0
158.0,0.0
157.0,0.0
156.0,0.0
155.0,0.0
154.0,0.0
153.0,0.0
152.0,0.0
151.0,0.0
150.0,0.0
149.0,0.0
148.0,0.0
147.0,0.0
146.0,0.0
145.0,0.0
144.0,0.0
143.0,0.0
142.0,0.0
141.0,0.0
140.0,0.0
139.0,0.0
138.0,0.0
137.0,0.0
136.0,0.0
135.0,0.0
134.0,0.0
133.0,0.0
132.0,0.0
131.0,0.0
130.0,0.0
129.0,0.0
128.0,0.0
127.0,0.0
126.0,0.0
125.0,0.0
124.0,0.0
123.0,0.0
122.0,0.0
121.0,0.0
120.0,0.0
119.0,0.0
118.0,0.0
117.0,0.0
116.0,0.0
115.0,0.0
114.0,0.0
113.0,0.0
112.0,0.0
111.0,0.0
110.0,0.0
