feature,importance
CE18,0.5820874264821423
CE14,0.1666644018276925
CE43,0.05345991949918394
CE54,0.042981349500642876
CE15,0.013728092890903593
CE29,0.01278602890782949
CE36,0.01049521474507931
CE17,0.007843904939777201
CE10,0.007792835770437645
CE42,0.007235130266668943
CE24,0.0069573003224458795
CE28,0.006028744567435852
CE2,0.005135511770169461
CE12,0.004738658888514114
CE16,0.004527450973666508
CE5,0.004434097980519535
CE19,0.004367865486231191
CE7,0.0038015636039263295
CE21,0.003627035015469425
CE31,0.0034846204651921473
CE9,0.0034311018389069046
CE20,0.0029920820355486236
CE8,0.002663638951804565
CE22,0.002657436550921247
CE46,0.0025439468976224994
CE52,0.002485733237157742
CE41,0.002360028880369286
CE13,0.0020111269569362835
CE55,0.001980055064317631
CE45,0.0018955838698772511
CE49,0.001787285323242173
CE48,0.0017618855408826197
CE6,0.0015650769349373772
CE26,0.0014985658271512677
CE51,0.0014030115675044118
CE27,0.0012010396762115988
CE25,0.001167981555422077
CE47,0.0011671298677060006
CE33,0.0011196981213250426
CE50,0.0011181737641387977
CE53,0.001053547570977715
CE37,0.0010463968490102757
CE34,0.0008585902529369533
CE11,0.0008121368431007559
CE40,0.00080042208926829
CE44,0.0007372513770303891
CE23,0.0007123987769562718
CE38,0.0005947997922908077
CE4,0.0005738497510167023
CE1,0.0004443022871060807
CE32,0.0003188722829381807
CE30,0.0003046880670531693
CE35,0.0002960267654853136
CE39,0.00025712126259350377
CE3,0.00020185966632404927
