loop,train_r2,test_r2,train_rmse,test_rmse,train_mae,test_mae,mae_error,mae_error_index
rbf_loop,rbf_train_r2,rbf_test_r2,rbf_train_rmse,rbf_test_rmse,rbf_train_mae,rbf_test_mae,rbf_mae_error,rbf_mae_error_index
5.0,0.848916930306705,0.8147490365350221,0.3311282371060126,0.3645003254755316,0.2595185237734907,0.28827705987270186,8.456530284306485e-06,1.0
2.0,0.8497368165514416,0.8096654604483016,0.3305751592828502,0.3679387664643433,0.2582185146911129,0.2880868197377322,0.00019869666525396124,2.0
1.0,0.8484058447934499,0.808151988394069,0.3325100444004495,0.36724364936172904,0.26112788784627095,0.2870201727989198,0.0012653436040663824,3.0
15.0,0.847443639563884,0.8094693611915343,0.3332629204349995,0.3673350858031878,0.25950146016167003,0.2869888921983407,0.0012966242046454912,4.0
23.0,0.8515801252477306,0.8129086476396551,0.32754172505397205,0.36851795868148574,0.2556049281954716,0.2868478017026448,0.0014377147003413748,5.0
11.0,0.829943780864737,0.8122599025437844,0.3504713369572031,0.37040043993357363,0.27349694594348806,0.28985984243974294,0.001574326036756779,6.0
16.0,0.8292131228307742,0.8159733181791834,0.35025291778499373,0.3707391635020982,0.2745245407641932,0.28643461000197296,0.0018509064010132081,7.0
6.0,0.8301933997076838,0.8159738811340671,0.3505564687711252,0.36511223715803537,0.2735266837511632,0.2862143029597318,0.0020712134432543383,8.0
17.0,0.8304158022026848,0.8183000531043981,0.34991137384863474,0.36468529918218806,0.2745173139346061,0.28572182196451373,0.0025636944384724303,9.0
21.0,0.8523636088481557,0.8040528618251013,0.3273535748946977,0.3747482261879921,0.25478858800775217,0.29141420865021195,0.003128692247225784,10.0
8.0,0.8474658548182192,0.8176486592251315,0.3323745451905991,0.36287663019027633,0.26024626308679283,0.28408403101511465,0.0042014853878715175,11.0
22.0,0.8471891541412223,0.8218310660203505,0.33086956998806766,0.36659797717267434,0.26084711622147616,0.28403911367297846,0.004246402730007703,12.0
4.0,0.8479050598777016,0.8106942553831873,0.3307178313065584,0.3752047213058471,0.25892151136001923,0.2926116278864197,0.004326111483433537,13.0
20.0,0.8517456723412845,0.7961582110828178,0.32915105416023693,0.37690853557286425,0.25795489978876224,0.29347976412094146,0.0051942477179552915,14.0
24.0,0.8487879201627226,0.8117760505937877,0.32977916699434373,0.37378129256380194,0.25903190148365085,0.29352353988862145,0.00523802348563529,15.0
14.0,0.8272924821001475,0.823255256908729,0.3523137206107857,0.36298212443765004,0.274819125347675,0.282680233092709,0.005605283310277154,16.0
12.0,0.827327341080001,0.8204034702828414,0.35271294072742054,0.3641442321516218,0.2757657344695462,0.281799815562889,0.006485700840097142,17.0
13.0,0.8487022529141082,0.8203697095558382,0.3297617225194941,0.3658910012720869,0.25756605782828695,0.2811820161267978,0.00710350027618839,18.0
18.0,0.8531602592721073,0.7920959402838298,0.32821319798364457,0.3775644799904789,0.25792429238809206,0.2955247991588605,0.007239282755874321,19.0
19.0,0.8531013882946019,0.8042503016789921,0.3250852242540815,0.38127952173566365,0.25375839609277895,0.29621863289498795,0.00793311649200179,20.0
7.0,0.8497173502661243,0.816221733296968,0.3304713664857409,0.36209919736471896,0.2564475725759755,0.27964729866927096,0.008638217733715203,21.0
10.0,0.8533780180731003,0.7901814956684594,0.3271708891676872,0.3826591816691886,0.2536295392299435,0.2983224855589214,0.010036969155935216,22.0
9.0,0.8465786452895593,0.8302436924418715,0.33177955560600847,0.35684361019762684,0.25874898205666885,0.27417831953419397,0.014107196868792193,23.0
3.0,0.8516382443899332,0.7907530136510557,0.3284752094175995,0.3855123434998892,0.25616257785858476,0.3046951841624492,0.01640966775946301,24.0
mean_rbf,0.8446751130807533,0.8111411402945407,0.33510165637280026,0.3698152500364397,0.2619437232023947,0.28828551640298616,NAN,NAN
std_rbf,0.0092379733401127,0.01027705207953062,0.009393749836975157,0.0070671362358563266,0.007476326936745544,0.0065310021110615455,NAN,NAN
rf_loop,rf_train_r2,rf_test_r2,rf_train_rmse,rf_test_rmse,rf_train_mae,rf_test_mae,rf_mae_error,rf_mae_error_index
14.0,0.8299386721360577,0.7949899442166131,0.3496042619330789,0.3909305110961026,0.27847024358576034,0.31285973625287805,0.00012126341941620655,1.0
1.0,0.838748119644438,0.7807610015214533,0.34293825538863015,0.3925857647771558,0.27395509113348143,0.31278668490400446,0.00019431476828979388,2.0
5.0,0.8379887165922993,0.7868645286274644,0.34289483867790677,0.3909719043588798,0.2720738240463228,0.31339516436664605,0.00041416469435179293,3.0
10.0,0.8365414868494353,0.7770383294423063,0.34544497812563074,0.39446216120021954,0.2748805535690617,0.313862511003792,0.0008815113314977197,4.0
6.0,0.8354283090241618,0.7877872571219867,0.3451105753611192,0.3920779194915978,0.27465765550261173,0.31199418237231386,0.0009868172999804026,5.0
24.0,0.834947401723829,0.7894304077493179,0.3445411951925762,0.39534654585754875,0.27539281046847913,0.31448689192195733,0.0015058922496630767,6.0
16.0,0.8334970899467176,0.7926034061705014,0.3458321998443111,0.39357624481765396,0.27618375126992467,0.31452880220908913,0.0015478025367948733,7.0
17.0,0.8322751954710514,0.7890215893432171,0.34798779803027396,0.39297042344539773,0.2768509813104932,0.3147471354405419,0.0017661357682476342,8.0
4.0,0.8364576373859296,0.7970570774029422,0.3429378036041862,0.3884841936194139,0.2726057615572085,0.3110946497412016,0.0018863499310926568,9.0
21.0,0.8364399258668913,0.7935549825103865,0.3445553732848775,0.3846558362702914,0.2748201047929825,0.31034212657462523,0.0026388730976690256,10.0
23.0,0.8380967769373358,0.7947077988362681,0.34209627780078183,0.3860273054435713,0.2722678447501819,0.3101866317432062,0.0027943679290880485,11.0
2.0,0.8349745437091487,0.7847799530424455,0.3464331113166749,0.3912533832654442,0.2757932076026764,0.3159273303066252,0.002946330634330918,12.0
22.0,0.8338580603040413,0.7965828486239335,0.34500022271047837,0.3917128851355462,0.27559358055761557,0.30880530695909836,0.0041756927131959,13.0
11.0,0.8325934178247313,0.7950295077338329,0.34773028028916475,0.3870246676894645,0.2775422263843758,0.3084329869622252,0.004548012710069049,14.0
15.0,0.8383850535104462,0.7920821394267434,0.3430145936467879,0.3837301282480854,0.2718812894372906,0.3080849745417295,0.004896025130564752,15.0
12.0,0.8328392271041436,0.7970886859754333,0.34703780741029705,0.3870593800417398,0.277537104036616,0.3078776618132782,0.005103337859016066,16.0
7.0,0.832450285293824,0.7940876482562793,0.348940404905568,0.3832848787602125,0.2775845092986392,0.30677462566718167,0.0062063740051125915,17.0
13.0,0.8313038332814475,0.7987528370736414,0.348206296072146,0.3872815660907229,0.2774271757692675,0.3061173525005374,0.006863647171756859,18.0
8.0,0.837507200653306,0.7960605350901571,0.34305304619207744,0.3837559809654458,0.27316885830347565,0.3055230082755627,0.007457991396731534,19.0
20.0,0.8340395377768766,0.7670410763116828,0.3482522078033325,0.4029294743446472,0.27650166751665206,0.324277903366674,0.011296903694379745,20.0
18.0,0.840861449620596,0.7615155569879919,0.34168186984317533,0.4043800044448536,0.27139779450368856,0.32437725370969656,0.011396254037402298,21.0
19.0,0.8363472090724823,0.7795513558837048,0.34312320732270285,0.40461934763229784,0.2728325773851909,0.3245328468805918,0.01155184720829755,22.0
9.0,0.8321073796601082,0.8059233083828907,0.3470743493174093,0.3815501727786952,0.2775659513994353,0.3009571798275494,0.012023819844744876,23.0
3.0,0.8378257403420604,0.7657552887790893,0.3434255308895718,0.4078904894123044,0.27197924984001165,0.32957104479405597,0.01659004512176171,24.0
mean_rf,0.8352271779054732,0.7882527943545953,0.3452881868734483,0.3916067153828038,0.2749568255842268,0.31298099967229426,NAN,NAN
std_rf,0.0027119469340175307,0.010958084483947606,0.002326497930040191,0.007069723989750705,0.002190548402486223,0.006698559541558689,NAN,NAN
