feature,importance
CE24,5.7390360526304324e-05
CE54,5.068116727069288e-05
CE18,0.7524349488536919
CE14,0.0808708748546417
CE19,0.05595270638370332
CE11,0.013881924263113904
CE53,0.013526850026988725
CE36,0.011191219567943144
CE15,0.007419935023346618
CE48,0.00720945892978407
CE8,0.004881592830776798
CE17,0.003823377242423977
CE41,0.0028846529391515735
CE50,0.0025944723271277975
CE6,0.0025920394796756386
CE51,0.00240600127631954
CE46,0.002063633695927801
CE43,0.0020633401459264535
CE55,0.00195965890327707
CE44,0.0019235677864609902
CE33,0.0017853831712094181
CE39,0.0017558405108386713
CE31,0.0016646737346469051
CE45,0.0015799176981237952
CE52,0.0014961308839059038
CE1,0.0014598586804057592
CE25,0.0014269141967346338
CE28,0.0012674969922784858
CE21,0.0011985157549467362
CE47,0.0011322210327214912
CE30,0.0011095999160097602
CE26,0.0010246191676980005
CE12,0.0009757278907084987
CE22,0.0009549692650514237
CE34,0.0009245783425886598
CE9,0.0007804952567957962
CE16,0.000769691845465898
CE27,0.0007384535104899558
CE42,0.0006683357555580735
CE13,0.0006398958338227609
CE23,0.0006265579121425012
CE35,0.0006213995245115954
CE5,0.0005817271936795375
CE29,0.000556774293269927
CE3,0.0005313248149732871
CE2,0.0005126794217577342
CE49,0.0004975968690143414
CE10,0.0004867124074456851
CE40,0.00046219284613480767
CE7,0.00045292267291635493
CE32,0.00043651826186805686
CE20,0.00035264836837372915
CE37,0.00034795708952493806
CE4,0.0002470782719521766
CE38,0.00014426455435656002
