feature,importance
C43,7.300861937274445e-05
E23,0.4612270112496587
E48,0.2752903208209321
E6,0.04410007958096638
C23,0.041594650812431674
E55,0.01894731912502564
E50,0.013751160535722761
C40,0.011297989847738776
E49,0.010091211362456118
C6,0.007478264730622185
E47,0.007363689405048826
E9,0.006816063529464899
E11,0.004444351901551835
C49,0.003626784251893066
E46,0.003127584561509579
E28,0.0029216664327256204
E42,0.002795804591139047
E1,0.00278734545305126
C48,0.0027846077770601442
E7,0.002763338543762921
E45,0.0027349426580597232
E12,0.0026760405671489487
E2,0.0025602059637671176
E13,0.002196924586555857
C55,0.0020286151122505137
E21,0.0018307478542146558
C19,0.0017051989438130776
E4,0.0016881053094468148
C18,0.0016756857589732348
C9,0.0016631683041155492
E44,0.0015104563765197638
E40,0.0014730717633750009
E29,0.0013972169325113483
C36,0.0013792967304711728
E14,0.0013485634572225208
E10,0.0013140009551831499
E18,0.001303787687387932
E43,0.0012379323434627274
E27,0.0012273107130596082
C1,0.0012031364234797945
E53,0.001173199926868262
C27,0.0011593936637452297
E41,0.0011430775840194842
E3,0.0011306471128870051
C50,0.0011109835869591688
C42,0.0010888464920041114
E54,0.0010823971914983633
E17,0.0010729456541927595
E37,0.0010637921671008035
E51,0.001049909872486448
E36,0.0010176211205844346
C21,0.0010121346136695375
C45,0.0009941914297734308
E15,0.000982627075035011
C51,0.00095011057004658
C10,0.000948191037568419
E52,0.0009459630815860732
C37,0.0008599308457243073
E19,0.0007995493343757828
C46,0.0007965775884887369
E5,0.0007945546262931831
C17,0.0007893563231740447
C12,0.0007869107243100519
C7,0.00077460910096367
C13,0.0007410748700176751
E24,0.0007282896442162142
C4,0.0007212432148520293
E33,0.0007147535052946917
C29,0.0006896763418876629
C5,0.0006869103508517897
C8,0.0006686823623344282
C11,0.0006675852122835592
C41,0.0006616455556346513
C22,0.0006088258381644577
C14,0.0005818353532305535
C44,0.000562653265750963
C15,0.00055415263799197
E25,0.0005136871551674465
C53,0.0005077203239765516
C28,0.00046958572801036587
E31,0.00045426593406384876
C16,0.00044315827178122386
E8,0.00042218026057739655
E30,0.00041907816991759126
E35,0.0004084498429845853
C31,0.00040806228475815005
C20,0.0003990731585362288
E26,0.00039856967830634657
E22,0.00038157157709909175
E16,0.00037502378638796174
E20,0.0003658577288430681
C39,0.0003513025856819398
C3,0.00034009787322964824
C47,0.0003396765884732213
C35,0.0003031595007087068
E32,0.00030027010243152235
C26,0.00027880041066750077
C2,0.00027235572515017103
C25,0.0002711883261416628
E34,0.00026211336868653986
E39,0.0002475783670612184
E38,0.00022846523720187852
C33,0.0002050807812973933
C54,0.0001969354086672399
C52,0.00017999334318174426
C38,0.0001735293279058232
C24,0.00015927849928381712
C30,0.00013858866364121184
C32,0.00011770103421947322
C34,0.00011609050694115557
