loop,train_r2,test_r2,train_rmse,test_rmse,train_mae,test_mae,mae_error,mae_error_index
rbf_loop,rbf_train_r2,rbf_test_r2,rbf_train_rmse,rbf_test_rmse,rbf_train_mae,rbf_test_mae,rbf_mae_error,rbf_mae_error_index
22.0,0.9967024405511542,0.9927018582330174,0.08197746409370603,0.12120155844107987,0.03221810286649817,0.06955066096285437,9.11745637204725e-05,1.0
4.0,0.9967282328144186,0.9925579633544183,0.08220241215027718,0.11930446339101684,0.03296258944463262,0.06939907525366139,0.00024276027291345037,2.0
17.0,0.9964114917025343,0.9938793258768657,0.08494285947893926,0.11419375779470037,0.032534254524295106,0.06988492540169645,0.00024308987512161595,3.0
12.0,0.9964466791499073,0.9941226011454279,0.08430263017960608,0.11301517134658597,0.03274232458308477,0.06998970497096524,0.00034786944439040013,4.0
15.0,0.9969066623847788,0.9919323126180246,0.07930541903520777,0.12832525032084,0.032363620431014574,0.06909352196923009,0.0005483135573447484,5.0
19.0,0.9966163019614004,0.9931079703468503,0.0835035965047123,0.11535652598654131,0.0320879836112297,0.07031979288731048,0.0006779573607356426,6.0
6.0,0.9968732557017714,0.9917623353749047,0.0801935059207241,0.12665130687883389,0.03170013755524901,0.07091465451173405,0.001272818985159213,7.0
7.0,0.9967570811101746,0.992164847981782,0.08156399343547598,0.12418505727013872,0.031885102948832476,0.07181748819392282,0.0021756526673479826,8.0
10.0,0.9969301499471696,0.9909079278496506,0.07885853919374705,0.1372284659030297,0.03263063366712292,0.07215836759392583,0.0025165320673509878,9.0
8.0,0.9964708079895491,0.9933675995011408,0.0846408501115969,0.11663657175817083,0.03240394510959642,0.07216389575529444,0.0025220602287196053,10.0
3.0,0.9966006733884893,0.9922401080011385,0.08318071230650059,0.125577367768067,0.032140823823815376,0.07220842415801433,0.0025665886314394926,11.0
11.0,0.9966485232065341,0.9933796751530297,0.0823627464831049,0.11726246209103815,0.033063107125446654,0.06684996786184969,0.0027918676647251534,12.0
1.0,0.9966802230467549,0.99219984316369,0.08270765827691688,0.12258849812832871,0.03207854422302727,0.07243465718996275,0.002792821663387915,13.0
2.0,0.9965092928180439,0.9931702116132989,0.0850603295360514,0.11300316565243274,0.03263769405071547,0.06664147645805447,0.003000359068520364,14.0
24.0,0.996952216963735,0.99120716351729,0.0783149818489086,0.13665953193088046,0.03213310220632284,0.07313830167479521,0.00349646614822037,15.0
20.0,0.9970715995618813,0.9909352047914324,0.07732192773222106,0.13489977728720162,0.03148577116606827,0.07336133353945028,0.0037194980128754385,16.0
23.0,0.9961678411932124,0.9950857276187232,0.08752731428605338,0.10335792792831602,0.033906247298757734,0.06550984174814371,0.004131993778431126,17.0
18.0,0.9967596622973968,0.991801372028278,0.08088390239475847,0.13116037001311673,0.031823571905659986,0.07382788853258303,0.004186053006008189,18.0
14.0,0.9971166099788425,0.9905429754049604,0.07635816842190428,0.14026312291849935,0.03207249379028631,0.07385611730318428,0.004214281776609444,19.0
5.0,0.9962710427035798,0.9948788258917632,0.08734087176476948,0.10098245588024732,0.033186468892400144,0.06531650154532702,0.00432533398124782,20.0
21.0,0.9969643420967977,0.9916282218845611,0.07795317191291933,0.13469003385867734,0.032224541029694326,0.07407959786028327,0.004437762333708434,21.0
13.0,0.9964310427866979,0.9941754268289833,0.08510949393352439,0.10938708832621681,0.03305213468166351,0.0648595021916468,0.004782333334928043,22.0
9.0,0.9963199821653914,0.9946054503378304,0.08649557642731477,0.1048356283035192,0.03340510001092476,0.06318292102020934,0.006458914506365501,23.0
16.0,0.9962523828171904,0.9955089505462604,0.08753030190219535,0.09466269172573318,0.034186208411012,0.06084543405369681,0.00879640147287803,24.0
mean_rbf,0.9966495224307251,0.9928276624609716,0.08248493447213066,0.12022617712096716,0.032538520973222934,0.06964183552657484,NAN,NAN
std_rbf,0.00026282394606820937,0.0013822658770565259,0.00325337094133414,0.01209666172373499,0.0006610768461938938,0.003594107036369556,NAN,NAN
rf_loop,rf_train_r2,rf_test_r2,rf_train_rmse,rf_test_rmse,rf_train_mae,rf_test_mae,rf_mae_error,rf_mae_error_index
12.0,0.9896483459711709,0.9711110298809975,0.14388939505118203,0.2505591088006855,0.10810060480765339,0.1819660287057034,0.0008738340589692084,1.0
22.0,0.9889219966639653,0.9710618796997406,0.1502549915943074,0.2413443939798459,0.11179065720384172,0.18206947118604766,0.000977276539313482,2.0
24.0,0.9889659179272392,0.9698961827314616,0.14901189333120793,0.25286354084174806,0.11177840014692392,0.1822294292010826,0.0011372345543484152,3.0
18.0,0.9900162770846975,0.970239003563955,0.14197543861487563,0.2498939702952007,0.10755570872180843,0.17980720993868413,0.001284984708050052,4.0
15.0,0.9895324178415393,0.9710058114120074,0.14588558861805861,0.24327252855414222,0.10953441576759644,0.17979995078079616,0.0012922438659380142,5.0
17.0,0.9895244217736041,0.9726218634280087,0.14513057020444659,0.2415153167702112,0.11031883201476755,0.18256997804683153,0.0014777834000973544,6.0
1.0,0.9896029628410963,0.9672230761502293,0.14636797687202527,0.25129401944821117,0.1095911875664989,0.17930775177601432,0.0017844428707198545,7.0
19.0,0.9901913281184666,0.9684196824585843,0.14217213476859963,0.24693169993321096,0.1072882238911372,0.18408611668105643,0.0029939220343222495,8.0
8.0,0.9892111071936508,0.9724798323489571,0.1479894690524393,0.23758822454365006,0.11111944294473981,0.1779646596755994,0.003127534971134771,9.0
2.0,0.9893484688463926,0.9685388559552444,0.14858548017731385,0.24253490031878452,0.11072490765725737,0.17770301536352917,0.003389179283205007,10.0
4.0,0.9895908287521711,0.9667832238946861,0.1466227775296213,0.2520516409383116,0.1104664365483345,0.18448188306345717,0.0033896884167229913,11.0
14.0,0.9892908385820844,0.9695705219236282,0.14715720798140755,0.25160165677703683,0.11142368992688975,0.18499834996855893,0.0039061553218247558,12.0
20.0,0.9895640370282037,0.9719221141372258,0.14596667194090673,0.2374184341379627,0.10899547784825883,0.17651254533930036,0.00457964930743382,13.0
3.0,0.989825744035526,0.972164129842792,0.1439055413964419,0.23784057061911829,0.10795595432685162,0.17646363322990233,0.00462856141683185,14.0
11.0,0.9896436876684337,0.9723817745564985,0.1447822367531381,0.23950646662334155,0.1082059145445087,0.17620591676576222,0.0048862778809719565,15.0
16.0,0.9893229545074591,0.9731517235927997,0.14774281251000265,0.23145317138999646,0.11036576501171322,0.17602542083078954,0.005066773815944642,16.0
13.0,0.9889413598145206,0.96881262503678,0.149816001320201,0.253118227478415,0.11150079470669065,0.18689850633123542,0.005806311684501242,17.0
5.0,0.9894148793961859,0.9734342982508137,0.1471538817353692,0.2299968056017687,0.1115992885683959,0.17421174596407296,0.0068804486826612166,18.0
10.0,0.9899311015338721,0.9657544013705321,0.14281740152913405,0.26632697282831697,0.10768030190913028,0.18818377427027475,0.007091579623540567,19.0
21.0,0.9895079748017892,0.9705321743054095,0.1449229079322061,0.2526973302217317,0.10876256735840896,0.1882661191179333,0.0071739244711991335,20.0
7.0,0.9889515010380584,0.9669651353118193,0.1505504567321702,0.2549951348916572,0.11139933964359676,0.19068162636000552,0.00958943171327134,21.0
23.0,0.9901298866705455,0.9753554394805212,0.14046978678255412,0.23145934565300158,0.1067021870458512,0.17131913762342962,0.009773057023304554,22.0
9.0,0.9895079431789698,0.9734972218414127,0.14604922356873987,0.23236836662801844,0.10923724142001058,0.1664399786263764,0.014652216020357767,23.0
6.0,0.9892066918759189,0.9642381899448392,0.1489945232503032,0.2638866185941529,0.1115226420408875,0.1980204226751772,0.016928228028443015,24.0
mean_rf,0.9894913613810649,0.9702983412966225,0.14617559871861052,0.24552160191118835,0.10973416590090636,0.18109219464673418,NAN,NAN
std_rf,0.0003538967696698203,0.0027081802398209063,0.0026721159377684003,0.009711147839043057,0.0016087494889432054,0.00655793767815749,NAN,NAN
