feature,importance
C47,5.336804022244697e-05
E23,0.6022475467555463
E48,0.18415271059641197
E6,0.0318396409384239
E55,0.03182475252077646
E49,0.011641445484831082
E28,0.0073792748805013965
E7,0.006421871752697948
E9,0.006354698703881006
E42,0.006300837746743621
E12,0.004990908524182897
E46,0.004271305781872038
E11,0.003924271239899018
E45,0.0037086010400218267
E40,0.003403841660323681
E18,0.0031230992241337253
E21,0.0031107851952533253
E4,0.0029401810286433672
E50,0.002751018355454048
E17,0.0027259806845672603
C45,0.0026473942561150684
E10,0.0026240947406851517
E1,0.002559892260565571
C48,0.0024347386700487223
C46,0.002225294643203745
E29,0.0022161176943011544
C6,0.0022137966704658465
E14,0.0019866718058881875
E13,0.0018557456749219504
E36,0.0018198637245724712
C23,0.0017569766437791703
E44,0.0016055113109168639
E19,0.0015721935464235355
E47,0.001566742189459726
E37,0.0015488121755485734
E53,0.00144914327312956
E27,0.001423775632631524
C44,0.0012777423857190631
E54,0.0012587277258959164
C1,0.0012341550338334664
C50,0.001223618802242853
C4,0.001199433402175974
E41,0.0011952027421316372
C9,0.001169121294057978
E51,0.001153735883991814
E15,0.0011428426924846341
C55,0.0011309726256314892
C19,0.0010323079167454537
E5,0.0010077297872287296
C15,0.0009157308496528099
C11,0.0008861210795237962
E2,0.0008708199344928096
E8,0.0008693840593844143
C29,0.0008607479425760679
E3,0.0008596327807178555
C49,0.0008358970702746289
C3,0.000829934290373713
C18,0.0008245509134571924
C40,0.0007505017562553073
E35,0.0007111359711650967
E31,0.0006885499894697378
E24,0.0006885183050901396
C10,0.000688250839144133
E26,0.0006603885715372024
E32,0.0006590251054549178
E25,0.0006588479173283412
C28,0.0006252380143344129
E39,0.0006216708757014986
E22,0.000607903859993108
C12,0.0006049884400501932
E43,0.0005619265748290103
C36,0.0005562543627576182
C5,0.0005529732402868754
C17,0.0005421942893214891
C21,0.000499476228995599
E16,0.00047746325775700077
E38,0.00047522911985263105
E52,0.00047333794933799103
E33,0.00046676951961668157
C53,0.00046616308629067856
C51,0.0004485402662484004
E30,0.0004453227039104784
C27,0.0004391256493437503
C13,0.00039481112907557354
C22,0.00039342907297887315
E20,0.00038837162317890967
C7,0.0003640969168325145
E34,0.00036306309295789735
C14,0.00034244295385990153
C41,0.00033259763927484434
C16,0.00033082912286837806
C24,0.000329476169404886
C8,0.0003205630205655482
C35,0.00029866911913896963
C37,0.0002926648724782998
C33,0.0002881575252503581
C39,0.0002841460834565311
C31,0.0002512456837715737
C26,0.00024953776231656754
C20,0.00023210238078865577
C2,0.00023144792043265142
C52,0.0002300655880237873
C25,0.0002063222623337029
C54,0.00017448047653647906
C42,0.00017330656815124534
C34,0.0001689539007211916
C32,0.00015065030729304174
C30,0.00013932437114706037
C38,0.0001316468525058404
C43,0.00011648741094804572
