feature,importance
C3,9.193665119890079e-05
C47,4.3864317686833266e-05
E18,0.41186450100874544
E14,0.26832733021996713
E43,0.06761197429013997
E54,0.04792985211649052
C14,0.018454977311542848
E7,0.01474442256515962
C18,0.01071279972886275
C36,0.010037714773168564
C10,0.009837767788571719
C29,0.009515741476980158
E5,0.006789179850070127
E19,0.0065168395504043965
E28,0.006253110493124306
E22,0.006018283157773259
E36,0.005858327966795568
E42,0.00575570815781157
E29,0.004969526899945369
E55,0.004280840429770094
E10,0.004231090709639919
E2,0.0036164354773157666
E12,0.003332069938100986
E8,0.003008119641044884
E17,0.002945595160544161
C7,0.00293000264097888
C28,0.0025878195779338205
C55,0.0022557510794324245
E20,0.0020687068332881225
E21,0.0020372508726102037
C42,0.0019629822158102207
E37,0.0018976518730063935
C54,0.0018555379449375642
E49,0.0017108010815390412
E9,0.0016442333005273807
E15,0.0016344601636017187
C13,0.001624866549361524
E24,0.0016130261438484456
E16,0.0014940430287150477
C8,0.0014829284575466181
E27,0.0013619435497540908
E52,0.0012667746848940066
C31,0.001255195893367014
C12,0.0011141527897452707
C40,0.0009739408467820052
C24,0.0009715432459194159
E13,0.0009444456417916643
C19,0.0009017464199811121
C27,0.0008967493070580659
C43,0.0008799159144901471
C33,0.0008715657882679211
C17,0.0008690559010278622
C20,0.0008554474130002144
C21,0.0008351944209097566
E53,0.0008202970414969941
C35,0.0008135384273610887
C37,0.0008036656170436107
E50,0.0007927978558322795
C9,0.0007195890238179495
C15,0.0006806181528210129
C38,0.0006736253784630911
E41,0.0006706573883163804
C11,0.0006307226221690058
C5,0.0006227474654001753
E11,0.0006183693023764956
C22,0.0006180556679417324
E40,0.0006011308858202191
C51,0.0005873012918270364
C16,0.00054363998953645
E31,0.0005409892175005353
C49,0.0005402772300078766
C48,0.0005324789218079165
E51,0.0005294286792783419
C6,0.0005054496538936693
C46,0.000466461444812069
E48,0.0004579233402959196
C50,0.00045712642306662874
E23,0.00045602124501771367
C34,0.00045143572842052055
C1,0.0004231570282374409
C23,0.0004205399269343552
C53,0.0004186859348811752
E35,0.000415877043022834
E45,0.0004009579514602473
E6,0.000369603418206769
E1,0.00036187315371007724
E4,0.00036139758818570474
E46,0.00035846889019337173
E39,0.0003564175408722491
C39,0.0003404277354855261
C2,0.0003377535899385286
C41,0.0003369356789027882
E38,0.0003254618346139865
E26,0.0003234657796353158
C45,0.00032262928330848133
E44,0.0003014098654193344
E30,0.0002995415477254194
C32,0.0002991269146747381
E32,0.0002978597524540667
E25,0.00028301459846883205
C4,0.0002709000399245534
C26,0.0002641764000255596
C30,0.00024043711139099712
E33,0.0002108719479624323
C44,0.00018937978988595343
E3,0.00018876681339634717
E34,0.0001821823504743655
C25,0.00016089981938523758
C52,0.00015574128793341679
E47,0.00010194812798440439
