feature,importance
C47,7.419642917697437e-05
E47,3.4485070660111035e-05
E19,0.3789600161141081
E9,0.16310735868450316
C43,0.06880200558656248
E22,0.04875267820775934
C19,0.0221231955867295
E11,0.020619211088699657
C16,0.019561457560614465
C5,0.01763214851223391
E1,0.017189559420585046
C18,0.01642077447277208
C42,0.016369522285475446
E44,0.014179758336997276
E3,0.012297714295331181
E46,0.010183816767085928
C9,0.00902051067537309
C51,0.00727412731975403
E14,0.006811819127376408
E45,0.006187170093624838
C20,0.006065305824327471
C10,0.005643384907379603
C29,0.005198927561028623
C54,0.005170301755915201
C28,0.005114861893528806
C36,0.0047880147102589594
E15,0.004378073279376581
C8,0.0038598297005745957
C31,0.0038432777025983076
E31,0.0036894595736647537
E29,0.0034775723623914614
C24,0.003154765113579685
C14,0.0030598797195852904
C23,0.0030392160385468827
E18,0.002891787748317926
C50,0.0028803505286374787
E36,0.002841388346032524
E2,0.0026625781927717995
C11,0.0025486652184040343
C2,0.0024482800843356706
C15,0.0023158210677589925
C55,0.0022648509998570055
C37,0.0022529352759077964
E10,0.002097435784189858
E7,0.0020819884465911806
C22,0.0020712328862860156
E4,0.0020452453611487964
E37,0.001961505427074441
E34,0.0019205886640739367
E20,0.001840985048956192
C33,0.0018228641758735813
E24,0.0017583247329025524
C53,0.0017334878601277064
E16,0.0016755917399413557
C38,0.0016668117995937372
C34,0.001647170088278546
E28,0.0015804760826912494
C40,0.0015622219458274662
C21,0.0014075310419022896
E43,0.0013665665357485166
C17,0.0012083267208299235
E33,0.0011795837397216167
C7,0.0011745278991010617
C13,0.0011036378362624423
E49,0.00110314213297056
C49,0.0010444650841242937
C35,0.0010068508925181422
C39,0.0009569311474560057
E54,0.0009291842132732869
E50,0.0009013283781292653
E35,0.0008625381978179639
E38,0.000825497185555155
E13,0.0008148520976951774
E5,0.0007975926021323722
E30,0.0007972257735893526
E32,0.0007782926434678528
E8,0.0007634289275897758
E48,0.0007575531387025003
E39,0.0007293816099239235
E53,0.0007250802294908463
E23,0.0006653208008504287
E21,0.0006512694913126207
E41,0.0005951756816679048
C12,0.0005796231921503545
E51,0.0005691471111944154
E40,0.0005643166256069242
C27,0.0005545954824857334
C1,0.0005268965932169954
C48,0.000515174816317904
E55,0.0005125315291223219
C4,0.000493770492587817
C6,0.0004932685442585703
E42,0.0004897794320270014
C41,0.00048521142203850363
C44,0.0004788115733000185
E17,0.00043313110554592244
C3,0.0003948857885443031
C25,0.0003894400827746634
E12,0.00037929072384095555
C26,0.00034284613640425926
C32,0.0003189503735415732
C46,0.0002742171625370334
C45,0.00026850393115943066
C52,0.00023786437030497645
C30,0.00021766300819136595
E27,0.0002174363308732429
E52,0.0001514442731857179
E26,0.00010446841889875751
E6,0.00010407910014159564
E25,0.00010038509415738653
